4,31.95232769
5,0.697286444
6,1.30958974
4,5.418245213
5,-0.363408256
4,5.562658443
5,1.629996649
4,8.415004161
5,-0.887176216
6,1.48735766
4,3.551461822
6,15.52884901
6,-9.623941096
5,5.441377357
6,0.704188437
5,1.552045572
6,7.495123974
4,17.32299179
5,1.7862391
6,1.269440396
5,18.62154186
6,7.702948336
12,43.63649191
11,32.17350542
7,11.84981423
5,29.89587885
4,15.99045427
6,23.26282893
7,-11.17227769
7,7.383219812
7,53.62622422
9,4.505279988
9,0.865090671
8,21.70236019
9,14.65707489
9,-12.68518551
9,-7.375045635
8,0.002223912
9,0.348830147
8,50.64839749
9,1.685736366
9,8.038409061
4,11.52821643
6,-3.100116647
6,13.19649619
6,-18.73123475
7,-4.994355265
6,3.027968697
6,37.27874826
7,-12.62314028
6,-1.37334955
7,-4.271923376
7,-24.44810398
6,21.15884495
7,44.76605842
7,18.70979565
6,-1.705216729
8,26.43153571
9,4.159195013
6,2.297760832
9,-1.622869301
9,-13.8611668
6,-0.689802973
8,0.886635553
9,16.17460556
6,10.63672853
8,27.6048441
8,1.043703683
6,10.31393972
8,24.62390756
9,4.367885995
6,29.76462145
9,-3.356091031
9,3.533028887
6,16.90514088
9,9.854775993
9,18.70438543
6,40.62510356
9,0.166705191
8,4.45108243
6,41.35746124
8,31.89133937
9,-0.955616717
6,17.02350197
9,-1.428106414
9,30.11878459
6,-5.653980999
9,0.963269377
11,6.832711706
6,23.142615
8,0.667069366
11,-14.72728172
6,9.591889756
9,8.785114028
11,-3.639523321
6,0.150580864
9,1.396885537
10,25.62477777
6,15.14233925
8,50.63080482
11,3.979629731
6,23.39650131
10,-12.28848357
11,21.66352922
6,-35.18721269
10,-0.409456762
10,32.39842951
6,-34.62551461
10,-3.874101944
11,12.36092386
6,33.07085443
9,6.621385136
11,29.83635386
6,36.36976069
10,-8.285345016
12,-7.29828722
6,4.181485693
9,-13.61675565
11,-9.596037074
6,27.45906951
10,-0.589162665
11,25.9937483
6,0.52115925
10,-10.93431302
12,-10.71442037
6,-6.547624389
10,-28.26482329
11,33.55894526
6,10.91783238
10,-11.68848338
12,29.11716049
6,7.341322787
10,5.962267928
13,-14.3598286
6,7.263900886
9,0.481164203
12,12.81962962
6,28.25769965
9,23.56359235
13,-3.425343215
6,1.940120762
9,39.00736526
12,25.75181998
6,34.24966432
10,-4.858640469
12,3.365320317
